Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url
CVX,94583-2324,Energy,47736,"Chevron Corporation, through its subsidiaries, engages in integrated energy, chemicals, and petroleum operations worldwide. The company operates in two segments, Upstream and Downstream. The Upstream segment is involved in the exploration, development, and production of crude oil and natural gas; processing, liquefaction, transportation, and regasification associated with liquefied natural gas; transportation of crude oil through pipelines; and transportation, storage, and marketing of natural gas, as well as operates a gas-to-liquids plant. The Downstream segment engages in refining crude oil into petroleum products; marketing crude oil, refined products, and lubricants; transporting crude oil and refined products through pipeline, marine vessel, motor equipment, and rail car; and manufacturing and marketing commodity petrochemicals, and fuel and lubricant additives, as well as plastics for industrial uses. Chevron Corporation is also involved in the cash management and debt financing activities; insurance operations; real estate activities; and technology businesses. The company was formerly known as ChevronTexaco Corporation and changed its name to Chevron Corporation in 2005. Chevron Corporation was founded in 1879 and is headquartered in San Ramon, California.",San Ramon,925 842 1000,CA,United States,[],http://www.chevron.com,1,6001 Bollinger Canyon Road,Oil & Gas Integrated,110.25,108.53,85.77252,0.04680272,,,108.88,,14468916,,110.25,97.668526,5.16,108.53,,14468916,,,,5.16,1613433600,1.351029,,,107.08,2,USD,,10730395,,,,214906486784,,,11389761,2.2748408,107.08,108.88,,1100,10730395,112.7,17.333334,,4.35,51.6,0,False,0.0464,1100,108.88,NYQ,Chevron Corporation,Chevron Corporation,America/New_York,EDT,True,-14400000,EQUITY,CVX,finmb_98506,us_market,,2.71,,-0.05867,18.204,,,6.21,,1926380032,,,68.403,18168902,0.0094,,1609372800,0.62861997,-5543000064,-2.964,,,1.5736152,0.0004,1672444800,1609372800,1.71,1611878400,1876734035,256015040512,,1095033600,2:1,,,,,1614297600,-4.29,,0.0094,14737676,,,,108.53,
DAL,30320-6001,Industrials,74000,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery. Its domestic network centered on core hubs in Atlanta, Minneapolis-St. Paul, Detroit, and Salt Lake City, as well as coastal hub positions in Boston, Los Angeles, New York-LaGuardia, New York-JFK, and Seattle; and international network centered on hubs and market presence in Amsterdam, London-Heathrow, Mexico City, Paris-Charles de Gaulle, and Seoul-Incheon. The company sells its tickets through various distribution channels, including delta.com and the Fly Delta app, reservations, online travel agencies, traditional brick and mortar, and other agencies. It also provides aircraft maintenance, repair, and overhaul services; and vacation packages to third-party consumers, as well as aircraft charters, and management and programs. The company operates through a fleet of approximately 1,100 aircraft. Delta Air Lines, Inc. was founded in 1924 and is based in Atlanta, Georgia.",Atlanta,404 715 2600,GA,United States,[],http://www.delta.com,1,PO Box 20706,Airlines,50.99,51.04,38.08941,0.00790351,,,51.14,,14417516,,50.99,44.712646,0.403,51.04,,14417516,,,,,1582070400,1.48104,,,49.03,2,USD,,14281495,,,,31798861824,,,13193525,1.8601265,49.03,0,,1300,14281495,52.28,12.729381,,2.31,17.51,49.2,False,,1100,51.14,NYQ,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",America/New_York,EDT,True,-14400000,EQUITY,DAL,finmb_266311,us_market,,3.216,,-0.72448,-7.621,,,3.88,,637734016,,,2.412,10456511,0.0164,,1609372800,0.61368,-12385000448,-19.49,,,20.476784,0.00347,1672444800,1609372800,0.75,1611878400,633233542,54975066112,,,,,,,,1614297600,0.71,,0.0164,13404161,,,,51.04,
DKNG,02116,Consumer Cyclical,2600,"DraftKings Inc. operates as a digital sports entertainment and gaming company in the United States. It operates through two segments, Business-to-Consumer and Business-to-Business. The company provides users with daily sports, sports betting, and iGaming opportunities. It is also involved in the design, development, and licensing of sports betting and casino gaming platform software for online and retail sportsbook, and casino gaming products. The company distributes its product offerings through various channels, including traditional websites, direct app downloads, and direct-to-consumer digital platforms. DraftKings Inc. is headquartered in Boston, Massachusetts.",Boston,617 986 6744,MA,United States,[],http://www.draftkings.com,1,222 Berkeley Street,Gambling,67.75,70.04,51.495075,,0,,70.36,,21132233,,67.75,61.56353,,70.04,,21132233,,,,,,,,,66.0279,2,USD,,15197254,,,,28534970368,,,16507596,46.433662,66.0279,0,,900,15197254,74.09,,,,10.92,0,False,,800,70.36,NMS,DraftKings Inc.,DraftKings Inc.,America/New_York,EDT,False,-14400000,EQUITY,DKNG,finmb_648976269,us_market,,41.021,,-1.37384,-34.559,,,,,391713984,,,,17513378,0.044,,1609372800,0.45926,-844270016,,,,,0.16118999,1672444800,1609372800,1.17,1611878400,337671189,25208530944,,,,,,,,1614297600,-1.38,,,16209710,,,,70.04,
ET,75225,Energy,11421,"Energy Transfer LP provides energy-related services. The company owns and operates approximately 9,400 miles of natural gas transportation pipelines and three natural gas storage facilities in Texas; and 12,340 miles of interstate natural gas pipelines. It also sells natural gas to electric utilities, independent power plants, local distribution companies, industrial end-users, and other marketing companies. In addition, the company owns and operates natural gas gathering and natural gas liquid (NGL) pipelines, processing plants, and treating and conditioning facilities in Texas, New Mexico, West Virginia, Pennsylvania, Ohio, Oklahoma, Kansas, and Louisiana; natural gas gathering, oil pipeline, and oil stabilization facilities in South Texas; and a natural gas gathering system in Ohio, as well as transports and supplies water to natural gas producers in Pennsylvania. Further, it owns approximately 4,823 miles of NGL pipelines; NGL and propane fractionation facilities; NGL storage facilities with working storage capacity of approximately 50 million barrels (MMBbls); and other NGL storage assets and terminals with an aggregate storage capacity of approximately 17 MMBbls. Additionally, the company sells gasoline, middle distillates, and motor fuel at retail, as well as crude oil, NGLs, and refined products; operates convenience stores; and distributes motor fuels and other petroleum products. It provides natural gas compression services; carbon dioxide and hydrogen sulfide removal, natural gas cooling, dehydration, and British thermal unit management services; and manages coal and natural resources properties, as well as sells standing timber, leases coal-related infrastructure facilities, collects oil and gas royalties, and generates electrical power. The company was formerly known as Energy Transfer Equity, L.P. and changed its name to Energy Transfer LP in October 2018. Energy Transfer LP was founded in 1996 and is headquartered in Dallas, Texas.",Dallas,214-981-0700,TX,United States,[],http://energytransfer.com,1,8111 Westchester Drive,Oil & Gas Midstream,8.31,8.3,6.43237,0.1101083,,,8.31,,19066600,,8.31,7.345588,0.915,8.3,,19066600,,,,0.61,1612483200,2.381365,,,8.02,2,USD,,22044678,,,,21870993408,,,23727115,0.5614569,8.02,0,,21500,22044678,9.55,6.320313,,9.91,3.75,0,False,0.073,900,8.31,NYQ,Energy Transfer LP,Energy Transfer LP,America/New_York,EDT,True,-14400000,EQUITY,ET,finmb_23812789,us_market,,2.26,,-0.01661,9.23,,,1.28,,2703460096,,,6.86,39639300,0.0147,,1609372800,0.37269002,-647000000,-0.24,,,1.1793003,0.14191,1672444800,1609372800,1.52,1611878400,2315879818,88034246656,,1437955200,2:1,,,,-0.346,1614297600,-0.86,,0.0171,52143244,,,,8.3,
F,48126-1899,Consumer Cyclical,186000,"Ford Motor Company designs, manufactures, markets, and services a range of Ford trucks, cars, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide. It operates through three segments: Automotive, Mobility, and Ford Credit. The Automotive segment sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. The Mobility segment designs and builds mobility services; and provides self-driving systems development services. The Ford Credit segment primarily engages in vehicle-related financing and leasing activities to and through automotive dealers. It provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. This segment also offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. The company was founded in 1903 and is based in Dearborn, Michigan.",Dearborn,313 322 3000,MI,United States,[],http://www.ford.com,1,One American Road,Auto Manufacturers,13.2,13.06,9.155407,0.011363637,,,13.15,,69566883,,13.2,11.783529,0.15,13.06,,69566883,,,,,1580256000,1.208559,,,12.43,2,USD,,124153799,,,,49693839360,,,79280538,0.3908469,12.43,12.49,,45900,124153799,13.62,8.006411,,5.76,3.96,0,False,,34100,13.15,NYQ,Ford Motor Company,Ford Motor Company,America/New_York,EDT,True,-14400000,EQUITY,F,finmb_106335,us_market,,1.454,,-0.01006,38.462,,,1.56,,3907840000,,,7.714,73944267,0.0186,,1609372800,0.52101004,-1279000064,-0.322,,,1.619134,0.00191,1672444800,1609372800,0.97,1611878400,3898325378,184885772288,,965260800,1748175:1000000,,,,,1614297600,0.45,,0.0209,76069359,,,,13.06,
FB,94025,Communication Services,58604,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide. The company's products include Facebook that enables people to connect, share, discover, and communicate with each other on mobile devices and personal computers; Instagram, a community for sharing photos, videos, and private messages; Messenger, a messaging application for people to connect with friends, family, groups, and businesses across platforms and devices; and WhatsApp, a messaging application that is used by people and businesses to communicate in a private way. It also provides Facebook Reality Labs, an augmented and virtual reality product that help people feel connected, anytime, and anywhere. Facebook, Inc. was founded in 2004 and is headquartered in Menlo Park, California.",Menlo Park,650-543-4800,CA,United States,[],http://investor.fb.com,1,1601 Willow Road,Internet Content & Information,273.75,276.085,269.82962,,0,,282.13,,18973333,,273.75,265.91647,,276.085,,18973333,,,,,,1.253521,,,274.92,2,USD,27.67889,22437665,,,,764313993216,,,19622032,8.890991,274.92,0,,3000,22437665,304.67,20.626293,,,137.1,0,False,,1400,282.13,NMS,"Facebook, Inc.","Facebook, Inc.",America/New_York,EDT,True,-14400000,EQUITY,FB,finmb_20765463,us_market,,8.478,,0.33903998,18.435,,,13.54,,2403970048,,,45.03,25023996,0.0088,,1609372800,0.79766,29145999360,10.09,,,6.2020874,0.00632,1672444800,1609372800,1.31,1611878400,2393922221,728772640768,,,,,,,0.527,1614297600,1.12,,0.0104,23275137,,,,276.085,
FCEL,06810,Industrials,316,"FuelCell Energy, Inc., together with its subsidiaries, designs, manufactures, sells, installs, operates, and services stationary fuel cell power plants for distributed baseload power generation. The company offers SureSource product line based on carbonate fuel cell technology in various configurations, including on-site power, utility grid support, distributed hydrogen, and carbon utilization, as well as micro-grid and multi-megawatt applications; and SureSource Recovery power plants for natural gas pipeline applications. It also provides SureSource Capture system that separates and concentrates carbon dioxide from the flue gases of natural gas, biomass, or coal-fired power plants, as well as industrial facilities; and SOFC/SOEC and Energy Storage, a solution for energy storage using solid oxide technology. The company's SureSource power plants generate clean electricity, usable heat, water, and hydrogen. It serves various markets, such as utilities and independent power producers, industrial and process applications, education and health care, data centers and communication, wastewater treatment, government, morcrogrids, and commercial and hospitality. The company primarily operates in the United States, South Korea, England, Germany, and Switzerland. FuelCell Energy, Inc. was founded in 1969 and is headquartered in Danbury, Connecticut.",Danbury,203 825 6000,CT,United States,[],http://www.fuelcellenergy.com,1,3 Great Pasture Road,Electrical Equipment & Parts,17.03,14.8,9.807555,,0,,16.35,,37500566,,17.03,20.022942,,14.8,,37500566,,,,,,5.286023,,,14.55,2,USD,,56375854,,,,5855050752,,,49385193,82.61561,14.55,0,,3100,56375854,29.44,-96.375,,,1.18,0,False,,800,16.35,NMS,"FuelCell Energy, Inc.","FuelCell Energy, Inc.",America/New_York,EDT,False,-14400000,EQUITY,FCEL,finmb_332124,us_market,,78.96,,-1.25731,-320.283,,,-0.16,,322415008,,,0.66,26309623,0.081599995,,1604102400,0.32192,-92438000,-0.42,,,23.363636,0.03824,1667174400,1604102400,0.73,1611878400,309225676,5595985920,,1557360000,1:12,,,,,1614297600,-4.86,,0.081599995,27125059,,,,14.8,
FCX,85004-2189,Basic Materials,24500,"Freeport-McMoRan Inc. engages in the mining of mineral properties in North America, South America, and Indonesia. The company primarily explores for copper, gold, molybdenum, silver, and other metals, as well as oil and gas. Its assets include the Grasberg minerals district in Indonesia; Morenci, Bagdad, Safford, Sierrita, and Miami in Arizona; Tyrone and Chino in New Mexico; and Henderson and Climax in Colorado, North America, as well as Cerro Verde in Peru and El Abra in Chile. The company also operates a portfolio of oil and gas properties primarily located in offshore California and the Gulf of Mexico. As of December 31, 2020, it operated approximately 165 wells. The company was formerly known as Freeport-McMoRan Copper & Gold Inc. and changed its name to Freeport-McMoRan Inc. in July 2014. Freeport-McMoRan Inc. was incorporated in 1987 and is headquartered in Phoenix, Arizona.",Phoenix,602-366-8100,AZ,United States,[],http://fcx.com,1,333 North Central Avenue,Copper,36.96,37.03,24.127037,0.0013528139,0.122,,37.03,,22222683,,36.96,32.990883,0.05,37.03,,22222683,,,,,1578960000,2.252979,,,34.95,2,USD,85.34147,21019382,,,,54633037824,,,23205720,3.847939,34.95,0,,1800,21019382,39.1,12.723637,,,4.82,0,False,,1300,37.03,NYQ,"Freeport-McMoRan, Inc.",Freeport-McMoRan Inc.,America/New_York,EDT,True,-14400000,EQUITY,FCX,finmb_273607,us_market,,4.908,,0.04219,17.156,,,2.75,,1460000000,,,6.978,23178485,0.0159,,1609372800,0.73810995,596000000,0.41,,,5.014331,0.00767,1672444800,1609372800,0.9,1611878400,1453156992,69686231040,,1296604800,2:1,,,,77.667,1614297600,0.4,,0.0179,17248341,,,,37.03,
FUTU,,Financial Services,847,"Futu Holdings Limited operates digitized brokerage and wealth management platform in Hong Kong, China, the United States, and internationally. The company's platform offers investing services, including trade execution and margin financing which allows to trade securities, such as stocks, warrants, options and exchange-traded funds in various markets; and wealth management services, which offers various leading fund products, including money market, fixed income, and equity funds products. Its margin financing and securities lending services provides real-time and cross-market securities-backed financing services; and market data and information services. The company also operates moomoo, an investment platform for international investors that supports transactions for stocks, options, ADRs, ETFs, and other financial products in the United States markets. Futu Holdings Limited was founded in 2011 and is headquartered in Admiralty, Hong Kong.",Admiralty,852 2523 3588,,Hong Kong,[],http://www.futuholdings.com,1,Unit C1-2 13F,Capital Markets,148.36,161.42,67.31171,,0,,164.09,,12615683,,148.36,144.21854,,161.42,,12615683,,,,,,1.42396,,,138.8,2,USD,,18713254,,,,21583448064,,,9916355,,138.8,0,,800,18713254,204.25,59.25833,,,8.16,0,False,,1300,164.09,NMS,Futu Holdings Limited,Futu Holdings Limited,America/New_York,EDT,False,-14400000,EQUITY,FUTU,finmb_596529709,us_market,,,,0.36655,,,,2.4,,135328000,,,,15015891,0.111,,1577750400,0.32571,,,,,,0.00991,1640908800,1601424000,1.16,1611878400,44130681,18515695616,,,,,,,18.266,1614297600,30.62,,,16628785,,,,161.42,
GE,02210,Industrials,174000,"General Electric Company operates as a high-tech industrial company worldwide. The company's Power segment offers heavy-duty and aeroderivative gas turbines for utilities, independent power producers, and industrial applications; maintenance, service, and upgrade solutions to plant assets and their operational lifecycle; steam power technology for fossil and nuclear applications, including boilers, generators, steam turbines, and air quality control systems; and advanced reactor technologies solutions comprising reactors, fuels, and support services for boiling water reactors. This segment also applies the science and systems of power conversion to provide motors, generators, automation, and control equipment; and drives for energy intensive industries, such as marine, oil and gas, mining, rail, metals, test systems, and water. Its Renewable Energy segment provides various solutions for its customers through combining onshore and offshore wind, blades, hydro, storage, solar, and grid solutions, as well as hybrid renewables and digital services offerings. The company's Aviation segment designs and produces commercial and military aircraft engines, integrated engine components, electric power, and mechanical aircraft systems; and provides aftermarket services. Its Healthcare segment develops, manufactures, markets, and services magnetic resonance, computed tomography, molecular imaging, x-ray and high-frequency soundwave systems, clinical monitoring and acute care systems, enterprise digital, artificial intelligence applications, consulting and command center, and complementary software and services; and researches, manufactures, and markets imaging agents. The company's Capital segment offers aviation leasing and financing, and working capital services; financial solutions and underwriting capabilities; and insurance and reinsurance for life and health risks, as well as annuity products. The company was founded in 1878 and is headquartered in Boston, Massachusetts.",Boston,617-443-3000,MA,United States,[],http://www.ge.com,1,5 Necco Street,Specialty Industrial Machinery,13.35,13.33,9.616074,0.0029962545,0.0678,,13.35,,171477200,,13.35,12.221176,0.04,13.33,,171477200,,,,0.04,1614902400,1.101841,,,13.07,2,USD,22.82986,74212881,,,,115298402304,,,87289227,1.4481268,13.07,0,,21500,74212881,14.42,25.784313,,2.73,5.48,0,False,0.0032,1000,13.35,NYQ,General Electric Company,General Electric Company,America/New_York,EDT,True,-14400000,EQUITY,GE,finmb_177031,us_market,,2.119,,0.07164,29.43,,,0.51,,8767939584,,,4.055,77331673,0.0088,,1609372800,0.62106,5191000064,0.576,,,3.2429101,0.00244,1672444800,1609372800,0.98,1611878400,8742602648,168691023872,,1551139200,104:100,,,,2.621,1614297600,0.17,,0.0089,90320965,,,,13.33,
GGB,05425-070,Basic Materials,,"Gerdau S.A. provides steel products and services in the United States and Canada. It operates through four segments: Brazil Operations, North America Operations, South America Operations, and Special Steel Operations. The company offers semi-finished products, including billets, blooms, and slabs; common long rolled products, such as rebars, wire rods, merchant bars, light shapes, and profiles to construction and manufacturing industries; and drawn products comprises barbed and barbless fence wires, galvanized wires, fences, concrete reinforcing wire meshes, nails, and clamps. It also produces special steel products used in auto parts, light and heavy vehicles, and agricultural machinery, as well as the oil and gas, wind energy, machinery and equipment, mining and rail, and others markets. In addition, the company offers flat products, including hot rolled coils and heavy plates; and resells flat steel products, as well as mines and produces iron ore. It sells its products through independent distributors, direct sales from the mills, and its retail network. The company was founded in 1901 and is headquartered in Sao Paulo, Brazil. Gerdau S.A. is a subsidiary of Metal̼rgica Gerdau S.A.",Sao Paulo,55 11 3094 6300,SP,Brazil,[],http://www2.gerdau.com,1,Av. Doutora Ruth Cardoso,Steel,5.03,5.12,4.313852,0.019880716,0.2215,,5.18,,11292316,,5.03,4.5894117,0.1,5.12,,11292316,,,,0.08,1615507200,1.942561,,,5.0201,2,USD,61.56627,11469978,,,,7907674112,,,6765222,,5.0201,0,,47300,11469978,5.47,10.0196085,,1.37,1.65,0,False,0.0171,40700,5.18,NYQ,Gerdau S.A.,Gerdau S.A.,America/New_York,EDT,False,-14400000,EQUITY,GGB,finmb_402894,us_market,,,,0.053990003,,,,0.51,,1701159936,,,4.106,3800385,0.0022,,1609372800,0.28647,,0.083,,,1.2445203,0,1672444800,1609372800,0.62,1611878400,1143265540,8556841984,,1213920000,2:1,,,,9.529,1614297600,17.1,,,2700102,,,,5.12,
GM,48265-3000,Consumer Cyclical,155000,"General Motors Company designs, builds, and sells cars, trucks, crossovers, and automobile parts worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Holden, Baojun, and Wuling brand names. The company also sells trucks, crossovers, and cars to dealers for consumer retail sales, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation, as well as connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, smart driver, marketplace in-vehicle commerce, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity. Further, the company provides automotive financing services; and operates an online store. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.",Detroit,313-667-1500,MI,United States,[],http://www.gm.com,1,300 Renaissance Center,Auto Manufacturers,57.94,58.36,42.248222,0.006558509,0.087799996,,58.56,,22454533,,57.94,53.49794,0.38,58.36,,22454533,,,,,1583366400,1.359154,,,56.83,2,USD,13.191686,16177031,,,,85388681216,,,24180061,0.6971358,56.83,0,,900,16177031,59.62,9.153847,,4.13,14.33,0,False,,800,58.56,NYQ,General Motors Company,General Motors Company,America/New_York,EDT,True,-14400000,EQUITY,GM,finmb_61206100,us_market,,1.431,,0.052470002,12.837,,,6.24,,1440909952,,,32.164,16172832,0.0112,,1609372800,0.80129,6247000064,4.33,,,1.7758985,0.0721,1672444800,1609372800,0.68,1611878400,1368953634,175267495936,,,,,,,,1614297600,0.91,,0.0113,17800778,,,,58.36,
GME,76051,Consumer Cyclical,14000,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe. The company sells new and pre-owned video game platforms; accessories, including controllers, gaming headsets, virtual reality products, and memory cards; new and pre-owned video game software; and in-game digital currency, digital downloadable content, and full-game downloads, as well as network points cards, and prepaid digital and prepaid subscription cards. It also sells collectibles comprising licensed merchandise primarily related to the video game, television, and movie industries, as well as pop culture themes. The company operates its stores and e-commerce sites under the GameStop, EB Games, and Micromania brands; and collectibles stores under the Zing Pop Culture and ThinkGeek brand, as well as offers Game Informer, a print and digital video game publication featuring reviews of new title releases, game tips, and news regarding the video game industry. As of February 1, 2020, the company operated 5,509 stores across 14 countries. The company was formerly known as GSC Holdings Corp. GameStop Corp. was founded in 1996 and is headquartered in Grapevine, Texas.",Grapevine,817 424 2000,TX,United States,[],http://www.gamestop.com,1,625 Westport Parkway,Specialty Retail,220.14,203.16,44.61163,0,0,,220.7,,41926600,,220.14,131.10442,0,203.16,,41926600,,,,,1552521600,-2.065005,,,172.35,2,USD,,35096354,,,,14519232512,,,44650137,2.8128235,172.35,204.4,,1100,35096354,483,-991.28577,,,2.57,202,False,,900,220.7,NYQ,GameStop Corporation,GameStop Corp.,America/New_York,EDT,False,-14400000,EQUITY,GME,finmb_1342560,us_market,,3.112,,-0.053239997,-124.137,,,-0.21,,69747000,,,5.095,14200138,0.2036,,1580515200,1.2204499,-270000000,-4.224,,,40.857704,0.27334,1643673600,1604102400,0.27,1611878400,45156972,16063295488,,1174262400,2:1,,,,,1614297600,2.11,,0.5204,21409004,,,,203.16,
GOLD,M5J 2S1,Basic Materials,,"Barrick Gold Corporation engages in the exploration, mine development, production, and sale of gold and copper properties. It has ownership interests in producing gold mines that are located in Argentina, Canada, C̫te d'Ivoire, the Democratic Republic of Congo, the Dominican Republic, Mali, Papua New Guinea, Tanzania, and the United States. The company also has ownership interests in producing copper mines located in Chile, Saudi Arabia, and Zambia; and various other projects located throughout the Americas. It has a strategic alliance agreement with Reunion Gold Corporation. Barrick Gold Corporation was founded in 1983 and is headquartered in Toronto, Canada.",Toronto,416-861-9911,ON,Canada,[],http://www.barrick.com,1,"Brookfield Place, TD Canada Trust Tower",Gold,20.77,20.84,24.66637,0.0158883,0.2366,,20.84,,15609200,,20.77,20.986471,0.33,20.84,,15609200,,,,0.36,1614297600,0.056825,,,20.515,2,USD,15.845447,12121840,,,,35980722176,,,19994969,2.8567464,20.515,0,,21500,12121840,31.22,15.689393,,0.89,14,0,False,0.0177,1000,20.84,NYQ,Barrick Gold Corporation,Barrick Gold Corporation,America/New_York,EDT,True,-14400000,EQUITY,GOLD,finmb_249925,us_market,,3.611,,0.18451999,6.796,,,1.32,,1778189952,,,13.126,16087753,0.009,,1609372800,0.66052,2324000000,1.307,,,1.5777844,0.0053399997,1672444800,1609372800,0.75,1611878400,1768178685,45478002688,,731030400,2:1,,,,-0.506,1614297600,0.65,,,10754472,,,,20.84,
GSAT,70433,Communication Services,346,"Globalstar, Inc. provides mobile satellite services worldwide. The company offers duplex two-way voice and data products, including mobile voice and data satellite communications services and equipment for remote business continuity, recreational usage, safety, emergency preparedness and response, and other applications; fixed voice and data satellite communications services and equipment at industrial, commercial, and residential sites, as well as rural villages and ships; and data modem services and equipment. It also provides SPOT consumer retail products, such as SPOT satellite GPS messenger for personal tracking, emergency location, and messaging solutions; and SPOT Trace, an anti-theft and asset tracking device. In addition, the company offers commercial Internet of Things one-way transmission products to track cargo containers and rail cars, as well as to monitor utility meters, and oil and gas assets. Further, it sells wholesale minutes to independent gateway operators (IGOs); and provides engineering services, such as hardware and software designs to develop specific applications; and installation of gateways and antennas. The company distributes its products directly, as well as through independent agents, dealers and resellers, retailers, IGOs, and sales force and e-commerce Website. As of December 31, 2020, it had approximately 745,000 subscribers. The company primarily serves recreation and personal, government, public safety and disaster relief, oil and gas, maritime and fishing, construction, utilities, and transportation, as well as natural resources, mining, and forestry markets. Globalstar, Inc. has a strategic alliance with XCOM Labs to jointly commercialize XCOM's capacity-multiplying technology with Globalstar's Band n53 for 5G deployments in the United States and other countries where Globalstar has terrestrial rights. The company was founded in 1993 and is headquartered in Covington, Louisiana.",Covington,985-335-1500,LA,United States,[],http://www.globalstar.com,1,1351 Holiday Square Boulevard,Telecom Services,1.73,1.72,0.7051111,,0,,1.76,,19052983,,1.73,1.637353,,1.72,,19052983,,,,,,0.059046,,,1.6,4,USD,,13044165,,,,2718165760,,,47309674,21.155182,1.6,1.65,,4000,13044165,2.98,-27,,,0.23,0,False,,21500,1.76,ASE,"Globalstar, Inc.","Globalstar, Inc.",America/New_York,EDT,False,-14400000,EQUITY,GSAT,finmb_1611542,us_market,,25.605,,-0.85331,91.475,,,-0.06,,1670409984,,,0.253,46639679,0.0278,,1609372800,0.19656,-109639000,-0.07,,,6.4031625,0.63617,1672444800,1609372800,0.72,1611878400,520528320,3289886208,,,,,,,,1614297600,,,0.082399994,33297392,,,,1.72,
